WP_011242623.1	349	1706	494	3.4534
WP_011242624.1	512	2526	719	3.5132
WP_011242625.1	443	2200	582	3.7801
WP_011242626.1	279	1430	349	4.0974
WP_011242627.1	659	3250	899	3.6151
WP_011242628.1	274	1355	373	3.6327
WP_011242629.1	729	3581	995	3.5990
WP_011242631.1	227	1220	275	4.4364
WP_011242632.1	179	846	225	3.7600
WP_011242633.1	324	1563	413	3.7845
WP_011242634.1	289	1508	389	3.8766
WP_011242635.1	276	1359	370	3.6730
WP_011242636.1	289	1480	375	3.9467
WP_011242637.1	244	1161	337	3.4451
WP_011242639.1	248	1251	345	3.6261
WP_011242640.1	366	1689	518	3.2606
WP_011242641.1	392	1991	534	3.7285
WP_011242642.1	294	1401	407	3.4423
WP_011242643.1	125	623	162	3.8457
WP_011242644.1	88	409	130	3.1462
WP_011242645.1	127	625	173	3.6127
WP_011242646.1	284	1447	395	3.6633
WP_011242647.1	102	530	133	3.9850
WP_011242648.1	519	2583	717	3.6025
WP_011242649.1	335	1617	454	3.5617
WP_011242650.1	167	813	213	3.8169
WP_011242651.1	138	691	197	3.5076
WP_011242652.1	86	452	122	3.7049
WP_011242653.1	114	570	140	4.0714
WP_011242654.1	82	459	120	3.8250
WP_011242655.1	86	425	118	3.6017
WP_011242656.1	84	418	118	3.5424
WP_011242657.1	87	474	129	3.6744
WP_011242658.1	91	461	120	3.8417
WP_011242659.1	104	488	149	3.2752
WP_011242660.1	137	672	174	3.8621
WP_011242661.1	816	4205	1112	3.7815
WP_011242662.1	476	2425	666	3.6411
WP_011242664.1	258	1232	356	3.4607
WP_011242665.1	479	2262	624	3.6250
WP_011242666.1	295	1463	407	3.5946
WP_011242667.1	78	380	99	3.8384
WP_011242670.1	255	1271	376	3.3803
WP_011242672.1	183	902	252	3.5794
WP_011242673.1	486	2291	610	3.7557
WP_011242674.1	194	974	267	3.6479
WP_011242675.1	130	649	179	3.6257
WP_011242676.1	391	2079	570	3.6474
WP_011242677.1	91	467	142	3.2887
WP_011242680.1	172	917	229	4.0044
WP_011242681.1	235	1148	310	3.7032
WP_011242683.1	138	665	176	3.7784
WP_011242684.1	349	1756	480	3.6583
WP_011242685.1	83	429	111	3.8649
WP_011242686.1	44	228	59	3.8644
WP_011242688.1	39	180	43	4.1860
WP_011242689.1	422	2106	612	3.4412
WP_011242690.1	482	2465	669	3.6846
WP_011242691.1	503	2657	726	3.6598
WP_011242692.1	160	781	221	3.5339
WP_011242694.1	260	1234	360	3.4278
WP_011242695.1	185	944	261	3.6169
WP_011242696.1	441	2216	663	3.3424
WP_011242698.1	474	2454	652	3.7638
WP_011242699.1	391	1933	470	4.1128
WP_011242700.1	151	709	186	3.8118
WP_011242701.1	164	819	222	3.6892
WP_011242702.1	300	1382	394	3.5076
WP_011242703.1	166	832	233	3.5708
WP_011242705.1	1061	5369	1496	3.5889
WP_011242706.1	865	4372	1261	3.4671
WP_011242709.1	614	3136	886	3.5395
WP_011242711.1	527	2503	735	3.4054
WP_011242712.1	218	1083	319	3.3950
WP_011242713.1	325	1647	475	3.4674
WP_011242714.1	405	1995	557	3.5817
WP_011242715.1	235	1169	357	3.2745
WP_011242716.1	85	400	108	3.7037
WP_011242718.1	343	1696	501	3.3852
WP_011242719.1	198	975	264	3.6932
WP_011242720.1	525	2718	737	3.6879
WP_011242721.1	228	1105	298	3.7081
WP_011242722.1	585	2878	818	3.5183
WP_011242723.1	556	2774	818	3.3912
WP_011242725.1	248	1106	308	3.5909
WP_011242726.1	865	4380	1244	3.5209
WP_011242727.1	172	861	246	3.5000
WP_011242728.1	714	3676	980	3.7510
WP_011242729.1	567	2759	782	3.5281
WP_011242730.1	73	385	107	3.5981
WP_011242731.1	604	2957	809	3.6551
WP_011242733.1	362	1701	446	3.8139
WP_011242734.1	489	2324	658	3.5319
WP_011242735.1	277	1485	370	4.0135
WP_011242736.1	311	1500	425	3.5294
WP_011242737.1	670	3358	963	3.4870
WP_011242738.1	71	379	113	3.3540
WP_011242739.1	64	320	105	3.0476
WP_011242740.1	719	3476	962	3.6133
WP_011242742.1	225	1122	277	4.0505
WP_011242744.1	220	1033	284	3.6373
WP_011242745.1	402	1882	507	3.7120
WP_011242746.1	126	595	157	3.7898
WP_011242747.1	287	1398	423	3.3050
WP_011242748.1	363	1820	454	4.0088
WP_011242749.1	313	1547	480	3.2229
WP_011242750.1	527	2619	742	3.5296
WP_011242751.1	208	1055	301	3.5050
WP_011242752.1	357	1806	512	3.5273
WP_011242753.1	91	446	127	3.5118
WP_011242754.1	266	1244	370	3.3622
WP_011242755.1	156	833	213	3.9108
WP_011242756.1	361	1700	458	3.7118
WP_011242757.1	421	2230	562	3.9680
WP_011242758.1	243	1162	337	3.4481
WP_011242759.1	142	717	208	3.4471
WP_011242760.1	385	1753	525	3.3390
WP_011242761.1	482	2439	664	3.6732
WP_011242762.1	233	1153	318	3.6258
WP_011242765.1	456	2257	634	3.5599
WP_011242766.1	141	699	192	3.6406
WP_011242767.1	205	1044	274	3.8102
WP_011242768.1	378	1821	506	3.5988
WP_011242769.1	219	1108	295	3.7559
WP_011242770.1	387	1967	543	3.6225
WP_011242771.1	265	1367	356	3.8399
WP_011242773.1	125	604	155	3.8968
WP_011242774.1	324	1685	446	3.7780
WP_011242775.1	354	1782	485	3.6742
WP_011242776.1	774	4082	1089	3.7484
WP_011242777.1	108	512	144	3.5556
WP_011242778.1	458	2332	656	3.5549
WP_011242779.1	926	4465	1217	3.6689
WP_011242780.1	233	1130	310	3.6452
WP_011242781.1	447	2224	570	3.9018
WP_011242782.1	817	4027	1199	3.3586
WP_011242783.1	311	1508	431	3.4988
WP_011242785.1	138	712	179	3.9777
WP_011242786.1	262	1317	402	3.2761
WP_011242787.1	101	513	129	3.9767
WP_011242788.1	238	1147	336	3.4137
WP_011242790.1	166	820	232	3.5345
WP_011242791.1	373	1861	542	3.4336
WP_011242793.1	431	2004	534	3.7528
WP_011242794.1	182	892	258	3.4574
WP_011242795.1	1039	5239	1456	3.5982
WP_011242796.1	453	2273	605	3.7570
WP_011242797.1	82	418	109	3.8349
WP_011242799.1	311	1677	435	3.8552
WP_011242800.1	675	3371	909	3.7085
WP_011242801.1	310	1456	408	3.5686
WP_011242802.1	70	338	95	3.5579
WP_011242803.1	343	1657	501	3.3074
WP_011242804.1	260	1228	335	3.6657
WP_011242805.1	207	959	281	3.4128
WP_011242806.1	273	1316	361	3.6454
WP_011242807.1	163	779	205	3.8000
WP_011242808.1	173	798	229	3.4847
WP_011242809.1	81	394	120	3.2833
WP_011242810.1	289	1410	401	3.5162
WP_011242811.1	273	1336	402	3.3234
WP_011242812.1	163	778	205	3.7951
WP_011242813.1	173	800	229	3.4934
WP_011242815.1	523	2623	774	3.3889
WP_011242816.1	240	1257	354	3.5508
WP_011242817.1	217	1096	273	4.0147
WP_011242818.1	111	567	164	3.4573
WP_011242819.1	185	952	276	3.4493
WP_011242820.1	158	850	244	3.4836
WP_011242821.1	195	979	261	3.7510
WP_011242823.1	167	882	250	3.5280
WP_011242824.1	264	1323	357	3.7059
WP_011242825.1	287	1489	406	3.6675
WP_011242826.1	318	1650	447	3.6913
WP_011242827.1	488	2476	658	3.7629
WP_011242828.1	373	1816	499	3.6393
WP_011242829.1	304	1553	415	3.7422
WP_011242830.1	318	1606	441	3.6417
WP_011242831.1	104	469	144	3.2569
WP_011242832.1	584	2998	875	3.4263
WP_011242834.1	330	1581	419	3.7733
WP_011242835.1	81	401	116	3.4569
WP_011242836.1	262	1295	365	3.5479
WP_011242837.1	447	2204	598	3.6856
WP_011242838.1	316	1593	427	3.7307
WP_011242839.1	499	2584	701	3.6862
WP_011242840.1	211	1111	290	3.8310
WP_011242841.1	253	1210	344	3.5174
WP_011242842.1	160	791	217	3.6452
WP_011242843.1	839	3829	1088	3.5193
WP_011242844.1	928	4541	1264	3.5926
WP_011242845.1	257	1293	359	3.6017
WP_011242846.1	413	2060	603	3.4163
WP_011242847.1	243	1234	390	3.1641
WP_011242849.1	284	1461	410	3.5634
WP_011242850.1	463	2219	607	3.6557
WP_011242851.1	359	1751	530	3.3038
WP_011242852.1	209	1072	298	3.5973
WP_011242854.1	517	2587	720	3.5931
WP_011242856.1	597	2702	785	3.4420
WP_011242858.1	632	3072	876	3.5068
WP_011242859.1	58	296	88	3.3636
WP_011242860.1	328	1707	463	3.6868
WP_011242862.1	189	929	266	3.4925
WP_011242863.1	462	2246	625	3.5936
WP_011242864.1	665	3308	908	3.6432
WP_011242865.1	421	2204	597	3.6918
WP_011242866.1	180	878	241	3.6432
WP_011242868.1	108	561	141	3.9787
WP_011242869.1	147	750	214	3.5047
WP_011242870.1	383	1896	517	3.6673
WP_011242871.1	460	2284	578	3.9516
WP_011242872.1	266	1310	375	3.4933
WP_011242873.1	228	1091	307	3.5537
WP_011242874.1	204	1028	296	3.4730
WP_011242875.1	564	2794	796	3.5101
WP_011242877.1	167	880	246	3.5772
WP_011242878.1	403	1984	550	3.6073
WP_011242879.1	333	1692	457	3.7024
WP_011242880.1	909	4582	1319	3.4738
WP_011242881.1	296	1470	435	3.3793
WP_011242882.1	459	2232	613	3.6411
WP_011242883.1	130	605	161	3.7578
WP_011242885.1	523	2561	723	3.5422
WP_011242886.1	275	1370	378	3.6243
WP_011242887.1	320	1540	440	3.5000
WP_011242888.1	195	997	271	3.6790
WP_011242889.1	320	1501	435	3.4506
WP_011242890.1	172	856	224	3.8214
WP_011242891.1	126	613	178	3.4438
WP_011242893.1	337	1666	465	3.5828
WP_011242895.1	343	1638	461	3.5531
WP_011242896.1	209	1018	285	3.5719
WP_011242897.1	215	1067	308	3.4643
WP_011242898.1	380	1875	532	3.5244
WP_011242899.1	172	884	237	3.7300
WP_011242900.1	344	1662	449	3.7016
WP_011242901.1	154	790	213	3.7089
WP_011242902.1	263	1364	398	3.4271
WP_011242904.1	438	2180	573	3.8045
WP_011242905.1	292	1526	381	4.0052
WP_011242907.1	355	1752	508	3.4488
WP_011242908.1	495	2426	694	3.4957
WP_011242909.1	337	1679	455	3.6901
WP_011242910.1	412	1966	550	3.5745
WP_011242911.1	422	1999	557	3.5889
WP_011242912.1	630	3097	870	3.5598
WP_011242913.1	569	2904	805	3.6075
WP_011242914.1	116	574	163	3.5215
WP_011242915.1	208	995	291	3.4192
WP_011242917.1	230	1118	328	3.4085
WP_011242918.1	181	873	243	3.5926
WP_011242919.1	256	1225	309	3.9644
WP_011242920.1	353	1737	483	3.5963
WP_011242921.1	161	838	237	3.5359
WP_011242922.1	399	1996	547	3.6490
WP_011242923.1	268	1277	386	3.3083
WP_011242924.1	155	769	205	3.7512
WP_011242925.1	284	1373	393	3.4936
WP_011242927.1	241	1205	332	3.6295
WP_011242928.1	419	2049	592	3.4611
WP_011242929.1	433	1977	545	3.6275
WP_011242931.1	291	1435	387	3.7080
WP_011242932.1	300	1469	428	3.4322
WP_011242933.1	100	537	133	4.0376
WP_011242934.1	84	397	97	4.0928
WP_011242936.1	649	3195	889	3.5939
WP_011242937.1	88	435	115	3.7826
WP_011242938.1	42	213	63	3.3810
WP_011242939.1	149	716	204	3.5098
WP_011242940.1	203	1015	288	3.5243
WP_011242941.1	164	818	221	3.7014
WP_011242942.1	652	3127	856	3.6530
WP_011242943.1	83	455	115	3.9565
WP_011242944.1	142	725	207	3.5024
WP_011242945.1	118	556	144	3.8611
WP_011242949.1	861	4131	1093	3.7795
WP_011242950.1	319	1462	388	3.7680
WP_011242951.1	284	1433	388	3.6933
WP_011242952.1	67	318	107	2.9720
WP_011242953.1	265	1313	354	3.7090
WP_011242954.1	130	672	194	3.4639
WP_011242955.1	91	460	135	3.4074
WP_011242956.1	268	1285	361	3.5596
WP_011242957.1	390	1927	565	3.4106
WP_011242958.1	190	932	250	3.7280
WP_011242959.1	360	1831	462	3.9632
WP_011242960.1	336	1670	492	3.3943
WP_011242961.1	99	481	129	3.7287
WP_011242962.1	1536	7437	2071	3.5910
WP_011242963.1	605	2869	863	3.3244
WP_011242964.1	119	598	183	3.2678
WP_011242965.1	124	622	199	3.1256
WP_011242966.1	156	776	240	3.2333
WP_011242967.1	694	3403	907	3.7519
WP_011242968.1	409	1968	540	3.6444
WP_011242969.1	105	537	165	3.2545
WP_011242970.1	218	1137	307	3.7036
WP_011242972.1	185	942	265	3.5547
WP_011242973.1	215	1077	319	3.3762
WP_011242974.1	808	3789	1137	3.3325
WP_011242975.1	872	4393	1207	3.6396
WP_011242978.1	1019	5177	1433	3.6127
WP_011242979.1	362	1891	496	3.8125
WP_011242980.1	192	1018	286	3.5594
WP_011242982.1	75	379	107	3.5421
WP_011242983.1	196	1028	288	3.5694
WP_011242984.1	582	3004	846	3.5508
WP_011242986.1	193	899	253	3.5534
WP_011242987.1	163	813	226	3.5973
WP_011242988.1	172	844	246	3.4309
WP_011242989.1	393	1908	521	3.6622
WP_011242990.1	125	652	170	3.8353
WP_011242991.1	429	2228	595	3.7445
WP_011242992.1	319	1526	396	3.8535
WP_011242994.1	1406	6775	1913	3.5416
WP_011242995.1	168	818	218	3.7523
WP_011242996.1	120	598	152	3.9342
WP_011242997.1	419	2151	562	3.8274
WP_011242998.1	798	4022	1068	3.7659
WP_011242999.1	411	2019	545	3.7046
WP_011243002.1	66	335	91	3.6813
WP_011243003.1	195	1041	266	3.9135
WP_011243004.1	1003	4879	1417	3.4432
WP_011243005.1	370	1814	507	3.5779
WP_011243006.1	272	1371	375	3.6560
WP_011243009.1	143	693	199	3.4824
WP_011243010.1	446	2158	598	3.6087
WP_011243011.1	446	2246	663	3.3876
WP_011243012.1	160	812	208	3.9038
WP_011243013.1	334	1641	445	3.6876
WP_011243014.1	365	1723	483	3.5673
WP_011243016.1	338	1610	452	3.5619
WP_011243017.1	375	1827	517	3.5338
WP_011243020.1	74	398	111	3.5856
WP_011243021.1	218	1059	295	3.5898
WP_011243022.1	462	2352	635	3.7039
WP_011243023.1	122	591	167	3.5389
WP_011243024.1	348	1689	476	3.5483
WP_011243025.1	311	1581	424	3.7288
WP_011243026.1	245	1224	347	3.5274
WP_011243027.1	568	2959	804	3.6803
WP_011243028.1	347	1835	457	4.0153
WP_011243029.1	341	1717	449	3.8241
WP_011243030.1	533	2665	728	3.6607
WP_011243032.1	221	1043	298	3.5000
WP_011243034.1	130	647	187	3.4599
WP_011243036.1	243	1151	332	3.4669
WP_011243037.1	74	345	92	3.7500
WP_011243038.1	420	2078	595	3.4924
WP_011243039.1	306	1492	450	3.3156
WP_011243040.1	527	2656	658	4.0365
WP_011243042.1	709	3690	1051	3.5109
WP_011243043.1	279	1451	379	3.8285
WP_011243044.1	243	1206	345	3.4957
WP_011243045.1	248	1214	319	3.8056
WP_011243046.1	353	1701	474	3.5886
WP_011243047.1	260	1411	328	4.3018
WP_011243049.1	229	1164	303	3.8416
WP_011243050.1	197	1008	278	3.6259
WP_011243052.1	161	788	214	3.6822
WP_011243053.1	181	921	303	3.0396
WP_011243054.1	203	996	284	3.5070
WP_011243055.1	257	1201	349	3.4413
WP_011243056.1	222	1046	320	3.2687
WP_011243059.1	142	668	206	3.2427
WP_011243060.1	107	552	145	3.8069
WP_011243061.1	264	1320	356	3.7079
WP_011243062.1	292	1467	418	3.5096
WP_011243063.1	288	1505	400	3.7625
WP_011243064.1	677	3327	918	3.6242
WP_011243065.1	105	494	170	2.9059
WP_011243066.1	218	1061	294	3.6088
WP_011243067.1	598	3013	833	3.6170
WP_011243068.1	854	4154	1175	3.5353
WP_011243069.1	457	2321	622	3.7315
WP_011243072.1	301	1444	395	3.6557
WP_011243073.1	159	774	210	3.6857
WP_011243074.1	295	1488	430	3.4605
WP_011243076.1	197	1004	279	3.5986
WP_011243077.1	404	2055	576	3.5677
WP_011243082.1	215	1103	332	3.3223
WP_011243083.1	79	412	112	3.6786
WP_011243085.1	183	931	246	3.7846
WP_011243086.1	242	1291	333	3.8769
WP_011243088.1	227	1193	317	3.7634
WP_011243089.1	154	764	242	3.1570
WP_011243090.1	192	989	284	3.4824
WP_011243091.1	480	2324	671	3.4635
WP_011243092.1	70	360	90	4.0000
WP_011243093.1	306	1393	388	3.5902
WP_011243094.1	950	4379	1201	3.6461
WP_011243095.1	167	814	222	3.6667
WP_011243096.1	474	2239	619	3.6171
WP_011243097.1	168	800	209	3.8278
WP_011243098.1	387	1726	488	3.5369
WP_011243099.1	483	2281	642	3.5530
WP_011243100.1	671	3306	886	3.7314
WP_011243101.1	161	783	206	3.8010
WP_011243102.1	279	1414	389	3.6350
WP_011243103.1	279	1320	346	3.8150
WP_011243104.1	114	567	169	3.3550
WP_011243107.1	103	500	143	3.4965
WP_011243108.1	109	491	128	3.8359
WP_011243109.1	624	3020	867	3.4833
WP_011243110.1	487	2396	690	3.4725
WP_011243111.1	69	346	106	3.2642
WP_011243112.1	626	3160	888	3.5586
WP_011243113.1	179	884	271	3.2620
WP_011243114.1	201	975	290	3.3621
WP_011243115.1	181	919	264	3.4811
WP_011243117.1	120	567	169	3.3550
WP_011243118.1	469	2316	681	3.4009
WP_011243119.1	147	737	205	3.5951
WP_011243121.1	360	1737	474	3.6646
WP_011243122.1	112	574	158	3.6329
WP_011243123.1	167	860	251	3.4263
WP_011243124.1	217	1123	343	3.2741
WP_011243125.1	174	888	236	3.7627
WP_011243126.1	347	1837	531	3.4595
WP_011243128.1	568	2798	806	3.4715
WP_011243129.1	407	1994	558	3.5735
WP_011243130.1	425	2050	585	3.5043
WP_011243131.1	1097	5371	1450	3.7041
WP_011243133.1	109	544	152	3.5789
WP_011243134.1	583	3054	792	3.8561
WP_011243135.1	489	2357	655	3.5985
WP_011243136.1	204	980	274	3.5766
WP_011243137.1	211	1041	275	3.7855
WP_011243138.1	211	1103	267	4.1311
WP_011243140.1	262	1256	349	3.5989
